id,affected_count,total_amount,naic_sector,naic_national_industry,sector,breach_date,cause
7079,13,103466,52,522310,Financial,2011-07-31,External - Hacktivist
7080,3,17125,33,334290,Manufacturing,2017-11-21,External - Former Employee
7081,24,3935,62,622110,Healthcare,2013-09-10,External - Other
7082,0,0,62,621210,Healthcare,2015-09-06,Internal - Consultant
7083,0,0,23,237210,Construction,2019-02-23,External - Nation State
7084,33,40440,56,561990,Administrative,2020-08-14,External - Other
7085,20,198478,62,621111,Healthcare,2015-04-11,External - Terrorist
7086,9,5833959,56,561499,Administrative,2019-11-24,External - Nation State
7087,0,0,92,921190,Public,2020-01-04,Internal - Trusted Third Party (TTP)
7088,415,49168,62,621111,Healthcare,2013-10-03,Internal - Organization
7089,1221,148182,53,531390,Real Estate,2013-02-22,External - Terrorist
7090,2,84989,51,518210,Information,2011-02-16,Internal - Other
7091,740,295168,56,561520,Administrative,2013-06-04,External - Criminal Organization
7092,1,234648,62,622110,Healthcare,2017-12-01,External - Former Consultant
7093,0,0,71,711410,Entertainment,2018-09-06,External - Terrorist
7094,0,0,54,541890,Professional,2014-04-24,External - Hacktivist
7095,999,369836,61,611110,Education,2020-04-27,External - Former Employee
7096,11343,30794382,92,921190,Public,2018-12-16,External - Other
7097,2,5676,62,621111,Healthcare,2011-09-09,External - Former Consultant
7098,31,25301,52,523930,Financial,2017-12-10,Internal - Employee
7099,25,1984560,53,531210,Real Estate,2017-05-16,External - Nation State
7100,0,0,54,541715,Professional,2011-05-22,Internal - Consultant
7101,3,647935,56,561440,Administrative,2013-12-04,Internal - Other
7102,38,226211,56,561990,Administrative,2016-12-20,Internal - Employee
7103,64,841,33,334111,Manufacturing,2016-05-07,External - Hacktivist
7104,10,79274,62,621498,Healthcare,2019-10-31,Internal - Employee
7105,2,67195,61,611310,Education,2016-01-31,Internal - Consultant
7106,2,49878,61,611310,Education,2016-04-09,External - Former Employee
7107,0,0,54,541612,Professional,2020-05-21,NA
7108,0,0,92,921190,Public,2012-03-02,External - Other
7109,2,268876,42,423450,Trade,2013-10-13,Internal - Consultant
7110,1686,334310,NA,NA,NA,2013-04-10,Internal - Other
7111,184718,3774195,62,621610,Healthcare,2011-02-02,Internal - Organization
7112,70,60363,51,518210,Information,2011-12-27,External - Criminal Organization
7113,1,163853,92,921110,Public,2015-01-08,External - Vendor
7114,1054,8731557,81,811490,Other,2015-07-13,NA
7115,39,3361729,61,611691,Education,2018-01-28,External - Former Employee
7116,4427,4323044,44,441110,Retail,2016-08-22,Internal - Organization
7117,2,75,51,512131,Information,2020-10-26,External - Terrorist
7118,2280,201626,32,321999,Manufacturing,2018-11-18,External - Former Employee
7119,0,0,61,611699,Education,2016-07-01,Internal - Employee
7120,10,90191,92,921190,Public,2017-04-01,Internal - Organization
7121,356,12829,62,621320,Healthcare,2013-05-05,Internal - Employee
7122,7,172063,33,331110,Manufacturing,2020-07-05,External - Nation State
7123,105,4526014,52,524210,Financial,2019-10-07,External - Criminal Organization
7124,3,1994,52,522320,Financial,2015-09-04,Internal - Consultant
7125,4082175,38252238,52,523999,Financial,2015-01-20,External - Terrorist
7126,4,39705,81,813920,Other,2016-05-19,External - Vendor
7127,744,10538,52,522291,Financial,2017-05-01,NA
7128,23,110269,45,454110,Retail,2015-02-13,External - Nation State
7129,1,4619,54,541512,Professional,2017-10-15,NA
7130,3790,21846,44,446110,Retail,2020-12-08,External - Former Consultant
7131,9479,4593554,54,541110,Professional,2012-12-01,External - Former Consultant
7132,481,1449,54,541350,Professional,2019-10-28,Internal - Consultant
7133,0,0,62,621999,Healthcare,2014-07-10,External - Other
7134,28957,5473,56,561440,Administrative,2012-01-29,External - Former Consultant
7135,590,30896,56,561499,Administrative,2019-08-12,External - Former Employee
7136,401,38129265,54,541613,Professional,2012-04-14,External - Nation State
7137,18,237221,61,611310,Education,2018-03-21,External - Former Consultant
7138,19,36623,NA,NA,NA,2014-11-21,Internal - Trusted Third Party (TTP)
7139,2,17090,32,322299,Manufacturing,2020-01-24,External - Criminal Organization
7140,99430,371772,33,334220,Manufacturing,2014-11-28,Internal - Consultant
7141,198,866739,54,541611,Professional,2015-02-11,External - Nation State
7142,51,3814162,45,454110,Retail,2016-11-26,External - Criminal Organization
7143,3,870828,52,522110,Financial,2016-06-22,External - Vendor
7144,53,845,81,813920,Other,2015-04-24,External - Former Employee
7145,4,33021,72,722513,Hospitality,2019-12-25,External - Terrorist
7146,1,409959,81,813940,Other,2015-12-24,External - Hacktivist
7147,1,14689,55,551112,Management,2014-08-30,External - Hacktivist
7148,5245,58613,52,524114,Financial,2016-05-30,External - Former Consultant
7149,289,12941,61,611310,Education,2015-12-30,External - Vendor
7150,2,1892140,62,621420,Healthcare,2014-08-03,Internal - Other
7151,461,132601,81,812112,Other,2017-06-11,Internal - Employee
7152,181,61598,62,621111,Healthcare,2011-03-08,External - Hacktivist
7153,0,0,52,523910,Financial,2014-12-05,External - Nation State
7154,4018,17859,56,561990,Administrative,2013-10-12,External - Terrorist
7155,380,6948,56,561440,Administrative,2012-11-02,External - Former Consultant
7156,5735,3472499,31,311812,Manufacturing,2020-05-25,Internal - Organization
7157,1,3750,54,541110,Professional,2018-06-01,External - Other
7158,606,40400,54,541519,Professional,2012-11-01,Internal - Consultant
7159,37,3508,62,622110,Healthcare,2016-05-21,NA
7160,9,705,54,541715,Professional,2012-07-16,Internal - Consultant
7161,503,13064,52,523130,Financial,2014-12-31,External - Nation State
7162,1920,58148,92,921120,Public,2018-02-23,External - Terrorist
7163,45,1731527,56,561510,Administrative,2012-06-28,Internal - Employee
7164,3103,652163,62,624190,Healthcare,2016-06-26,External - Other
7165,1,2729,52,522130,Financial,2013-09-25,NA
7166,6,31182,81,813990,Other,2019-09-28,External - Hacktivist
7167,39,4099,56,561990,Administrative,2014-03-26,External - Terrorist
7168,2,137205,62,624310,Healthcare,2012-10-03,External - Former Consultant
7169,19090,14632651,81,813410,Other,2018-11-28,External - Former Consultant
7170,0,0,81,812112,Other,2011-10-30,External - Criminal Organization
7171,111,423894,56,561110,Administrative,2020-10-31,External - Vendor
7172,5,1753,92,928120,Public,2020-08-22,External - Former Employee
7173,0,0,62,622110,Healthcare,2015-03-19,External - Other
7174,0,0,62,621112,Healthcare,2012-01-15,External - Terrorist
7175,0,0,52,524127,Financial,2013-06-02,Internal - Other
7176,5009,16683,62,623990,Healthcare,2017-01-10,External - Former Employee
7177,165,31241,56,561450,Administrative,2011-03-25,External - Former Consultant
7178,9373,1092195,56,561450,Administrative,2016-06-05,External - Nation State
7179,338,8034522,54,541511,Professional,2018-04-11,External - Hacktivist
7180,44,48978,92,921190,Public,2012-10-13,External - Vendor
7181,4,4264,61,611210,Education,2014-09-25,External - Terrorist
7182,0,0,54,541110,Professional,2018-02-28,External - Hacktivist
7183,2,613655,72,722513,Hospitality,2019-04-28,Internal - Trusted Third Party (TTP)
7184,19,272603,52,522320,Financial,2013-12-21,External - Vendor
7185,3765,3766078,42,424120,Trade,2011-10-24,Internal - Trusted Third Party (TTP)
7186,20,30347,51,518210,Information,2013-11-25,External - Hacktivist
7187,0,0,81,813910,Other,2012-10-07,External - Hacktivist
7188,10,2412,92,923120,Public,2017-11-02,NA
7189,80595,81227,55,551111,Management,2013-05-08,Internal - Other
7190,40,7362,56,561990,Administrative,2013-04-19,NA
7191,0,0,62,621111,Healthcare,2016-09-09,External - Vendor
7192,35,125706,42,424810,Trade,2013-12-07,External - Former Employee
7193,2,12432,81,813110,Other,2012-12-22,External - Vendor
7194,0,0,51,518210,Information,2014-06-14,Internal - Consultant
7195,51,332005,44,447190,Retail,2013-09-18,External - Former Employee
7196,14264,363121,62,621111,Healthcare,2016-11-11,Internal - Organization
7197,0,0,62,624190,Healthcare,2020-12-31,External - Nation State
7198,15,45398,52,523120,Financial,2015-07-25,External - Criminal Organization
7199,9,90985,81,813940,Other,2013-11-21,Internal - Other
7200,631,172158,54,541330,Professional,2016-12-09,NA
7201,264,799,81,813930,Other,2016-06-13,Internal - Consultant
7202,3273,169983,51,511199,Information,2013-04-26,External - Criminal Organization
7203,2,45785,56,561990,Administrative,2019-07-02,Internal - Organization
7204,2142,40211823,72,722513,Hospitality,2017-04-10,Internal - Other
7205,0,0,51,511120,Information,2012-02-26,External - Hacktivist
7206,441,1480644,54,541611,Professional,2012-08-08,Internal - Organization
7207,50,18135,54,541110,Professional,2016-06-24,External - Other
7208,12,45014,56,561440,Administrative,2014-06-25,NA
7209,148899,66868,71,711130,Entertainment,2011-12-28,NA
7210,5236,289198,56,561990,Administrative,2013-05-26,External - Terrorist
7211,1065,334609,61,611110,Education,2015-02-20,External - Former Consultant
7212,0,0,54,541110,Professional,2020-01-29,External - Other
7213,676,672173,54,541214,Professional,2013-01-08,Internal - Employee
7214,31,11876,52,522110,Financial,2015-04-11,External - Vendor
7215,10,137628,54,541921,Professional,2012-06-26,External - Former Employee
7216,29,47329,62,621610,Healthcare,2014-02-05,Internal - Trusted Third Party (TTP)
7217,14,4078,55,551111,Management,2019-05-22,External - Former Consultant
7218,1189,117940,22,221118,Utilities,2014-03-17,External - Nation State
7219,1,77718,72,722511,Hospitality,2016-05-17,External - Terrorist
7220,316,3632456,92,928110,Public,2013-08-27,External - Vendor
7221,0,0,56,561311,Administrative,2020-08-05,Internal - Other
7222,9,468,61,611310,Education,2020-09-28,Internal - Organization
7223,24503,35424205,56,562991,Administrative,2016-09-16,Internal - Trusted Third Party (TTP)
7224,3,2231,23,238160,Construction,2019-07-29,External - Hacktivist
7225,211,6729084,62,623312,Healthcare,2013-08-27,Internal - Employee
7226,8,130543,42,423450,Trade,2020-04-12,External - Hacktivist
7227,2856,18016469,51,518210,Information,2017-07-07,External - Terrorist
7228,0,0,62,621111,Healthcare,2014-08-20,External - Vendor
7229,18917,25940,62,621111,Healthcare,2017-05-16,Internal - Trusted Third Party (TTP)
7230,257,1587224,54,541511,Professional,2011-05-20,NA
7231,5601,124204,48,488510,Transportation,2017-05-07,Internal - Organization
7232,87,577,56,561499,Administrative,2012-01-08,External - Hacktivist
7233,13,10695,92,921110,Public,2018-01-25,Internal - Organization
7234,29,797771,72,721110,Hospitality,2016-09-22,NA
7235,254279,2347317,52,522130,Financial,2018-03-23,Internal - Organization
7236,1,362,51,511120,Information,2013-05-23,Internal - Employee
7237,16,208093,72,722513,Hospitality,2015-03-05,External - Other
7238,740,4013905,56,561990,Administrative,2014-04-15,External - Criminal Organization
7239,142,5266257,61,611110,Education,2011-06-15,Internal - Trusted Third Party (TTP)
7240,504,194950,62,621111,Healthcare,2016-04-13,External - Criminal Organization
7241,1345,342271,55,551112,Management,2013-07-09,External - Nation State
7242,1,10927,62,622110,Healthcare,2019-05-06,External - Terrorist
7243,2,251334,44,442110,Retail,2015-11-12,Internal - Employee
7244,183755,9367812,48,488999,Transportation,2012-11-11,External - Former Employee
7245,0,0,54,541618,Professional,2015-11-06,External - Nation State
7246,61,9335,72,721110,Hospitality,2015-02-27,Internal - Other
7247,29,3133,92,921130,Public,2014-10-17,External - Terrorist
7248,116,111110,52,522130,Financial,2011-01-16,External - Other
7249,2,1300937,52,522110,Financial,2012-04-10,External - Former Consultant
7250,46,287153,44,446199,Retail,2015-06-27,External - Terrorist
7251,912,80356,56,561320,Administrative,2020-03-10,External - Vendor
7252,294,808,81,812990,Other,2016-05-09,Internal - Trusted Third Party (TTP)
7253,2547,22461,61,611110,Education,2018-04-06,External - Former Employee
7254,3,3454,23,238220,Construction,2020-10-26,External - Former Consultant
7255,269,8532383,55,551112,Management,2015-04-10,Internal - Consultant
7256,0,0,48,484121,Transportation,2012-10-23,External - Former Employee
7257,24,1031,61,611310,Education,2016-01-03,Internal - Other
7258,7,14553,62,624190,Healthcare,2015-03-24,Internal - Consultant
7259,7,5974269,51,511199,Information,2012-08-19,External - Criminal Organization
7260,6,9826,61,611210,Education,2014-06-06,Internal - Other
7261,16,7657,54,541810,Professional,2012-06-28,External - Nation State
7262,15220,475584,52,524210,Financial,2016-09-29,External - Other
7263,33,7010,52,524210,Financial,2019-04-07,Internal - Organization
7264,208,51276,62,622110,Healthcare,2020-05-02,External - Other
7265,110819,45796284,56,561990,Administrative,2016-01-07,External - Other
7266,16,76292,62,621999,Healthcare,2015-08-24,Internal - Organization
7267,3,235213,72,721214,Hospitality,2015-01-25,External - Nation State
7268,0,0,92,922120,Public,2018-05-02,External - Former Employee
7269,1,41839,42,423510,Trade,2011-06-16,External - Vendor
7270,1492,114623,33,333318,Manufacturing,2016-02-10,External - Nation State
7271,16,363690,56,561740,Administrative,2017-06-15,NA
7272,1,62970,72,721110,Hospitality,2014-09-19,External - Other
7273,307,82484,56,561320,Administrative,2012-07-04,Internal - Employee
7274,39002,1604597,52,524114,Financial,2020-08-24,External - Former Employee
7275,50,221974,71,711190,Entertainment,2014-05-03,Internal - Organization
7276,15,53965,48,482111,Transportation,2019-06-06,External - Former Employee
7277,23,24833,52,523930,Financial,2014-11-13,External - Nation State
7278,12395,259910,54,541511,Professional,2014-06-03,Internal - Other
7279,0,0,54,541810,Professional,2014-12-14,External - Other
7280,3,730961,56,562219,Administrative,2016-02-14,Internal - Employee
7281,64,21483,52,524210,Financial,2012-11-04,External - Hacktivist
7282,1,69578,52,522291,Financial,2020-01-14,Internal - Trusted Third Party (TTP)
7283,152,169841,54,541110,Professional,2018-12-21,External - Nation State
7284,7,178956,54,541512,Professional,2012-06-09,NA
7285,1,4831,62,621111,Healthcare,2014-01-15,External - Criminal Organization
7286,87,191398,33,332111,Manufacturing,2018-05-23,External - Hacktivist
7287,0,0,72,722513,Hospitality,2013-02-15,NA
7288,5727,179620,92,921190,Public,2012-12-07,External - Former Employee
7289,86,98445,44,441110,Retail,2016-03-30,Internal - Other
7290,1,92853,56,561440,Administrative,2020-06-28,External - Terrorist
7291,5,48614,56,561990,Administrative,2015-12-13,NA
7292,108,39518,54,541211,Professional,2019-05-07,External - Terrorist
7293,0,0,52,522110,Financial,2016-05-07,External - Vendor
7294,27,33803,61,611310,Education,2013-11-01,Internal - Consultant
7295,2267,10027,52,523930,Financial,2012-01-18,Internal - Trusted Third Party (TTP)
7296,0,0,62,622110,Healthcare,2011-07-01,NA
7297,24670,1523288,81,813990,Other,2012-10-28,External - Vendor
7298,770,51927,51,517919,Information,2014-02-01,External - Hacktivist
7299,23573,1240320,62,621511,Healthcare,2020-04-04,Internal - Organization
7300,10090,8637671,56,561499,Administrative,2013-01-14,External - Vendor
7301,5,232503,51,511110,Information,2018-02-04,Internal - Trusted Third Party (TTP)
7302,3916,5745055,92,921110,Public,2013-12-05,External - Hacktivist
7303,30,7097,54,541110,Professional,2016-01-24,External - Criminal Organization
7304,4093,479789,23,238220,Construction,2017-09-02,NA
7305,61,10919,56,561920,Administrative,2014-10-01,External - Vendor
7306,4,27269,55,551112,Management,2015-12-24,External - Other
7307,1,1532032,31,314110,Manufacturing,2019-02-27,Internal - Consultant
7308,160,30681,81,811118,Other,2011-02-23,External - Nation State
7309,639,391358,54,541990,Professional,2017-05-17,NA
7310,5,6315936,52,523999,Financial,2020-08-14,Internal - Consultant
7311,469982,622692,53,531210,Real Estate,2017-08-30,Internal - Organization
7312,0,0,56,561740,Administrative,2017-11-21,NA
7313,425,9952675,54,541211,Professional,2014-11-16,External - Criminal Organization
7314,893,1395117,42,424990,Trade,2018-08-05,External - Vendor
7315,771,774551,52,523991,Financial,2015-04-13,Internal - Organization
7316,2,28144,54,541512,Professional,2014-03-30,NA
7317,111,9850,62,622110,Healthcare,2014-04-19,External - Former Employee
7318,0,0,52,522110,Financial,2012-02-17,External - Former Consultant
7319,5126,61438,81,812112,Other,2012-10-26,External - Criminal Organization
7320,243,108116,72,721110,Hospitality,2015-11-25,External - Criminal Organization
7321,65,3675665,52,523120,Financial,2019-05-27,Internal - Organization
7322,5,32889,72,722511,Hospitality,2018-09-09,External - Former Consultant
7323,3,2693388,54,541213,Professional,2014-12-12,External - Vendor
7324,19,50119,81,813319,Other,2013-06-06,External - Hacktivist
7325,2,519595,56,561440,Administrative,2017-01-18,External - Former Consultant
7326,48,22442,51,517911,Information,2020-01-07,External - Criminal Organization
7327,12,891161,53,531210,Real Estate,2019-06-29,External - Criminal Organization
7328,20,5478,53,531210,Real Estate,2018-01-22,External - Terrorist
7329,136,1301900,54,541618,Professional,2015-07-06,External - Former Consultant
7330,451,1177610,52,524210,Financial,2016-02-16,External - Other
7331,140,160364,62,621111,Healthcare,2013-05-15,Internal - Employee
7332,260,17131,92,921110,Public,2020-10-30,Internal - Organization
7333,3897,162837,92,923110,Public,2013-10-19,External - Nation State
7334,11,4982,21,211120,Mining,2013-06-16,External - Former Employee
7335,15813,1728659,22,221118,Utilities,2018-08-20,Internal - Employee
7336,720,24151,81,813410,Other,2015-10-09,NA
7337,443,1097721,81,813212,Other,2016-02-25,External - Terrorist
7338,24,8437,71,713940,Entertainment,2012-02-14,External - Criminal Organization
7339,18,17633,33,332996,Manufacturing,2013-10-02,External - Former Employee
7340,646,44466,44,441310,Retail,2016-07-08,External - Former Employee
7341,10702,2057825,54,541110,Professional,2015-11-24,External - Hacktivist
7342,289,17070,54,541620,Professional,2019-11-08,External - Former Employee
7343,5,15,52,522130,Financial,2018-06-30,Internal - Trusted Third Party (TTP)
7344,2,8209,11,112310,Agriculture,2016-01-25,External - Criminal Organization
7345,2,1477285,61,611110,Education,2017-02-23,External - Criminal Organization
7346,5,131044,54,541219,Professional,2014-06-21,External - Former Consultant
7347,1,32984,61,611310,Education,2020-11-03,External - Former Consultant
7348,188,86164,23,237210,Construction,2013-05-16,External - Other
7349,23342,4586768,54,541511,Professional,2015-09-18,External - Former Employee
7350,301,63183,54,541511,Professional,2017-08-10,External - Nation State
7351,8,9873589,22,221310,Utilities,2015-04-15,External - Nation State
7352,0,0,81,813910,Other,2013-07-25,External - Other
7353,4,150082,54,541211,Professional,2015-10-24,Internal - Consultant
7354,138,916410,52,523120,Financial,2020-09-19,External - Hacktivist
7355,0,0,52,522110,Financial,2011-01-07,External - Vendor
7356,6195,2915217,51,518210,Information,2016-09-04,External - Former Consultant
7357,5266,6721981,61,611310,Education,2018-08-11,External - Former Employee
7358,1156,35545,53,531110,Real Estate,2017-11-14,Internal - Trusted Third Party (TTP)
7359,154,66854,62,622110,Healthcare,2014-03-25,External - Other
7360,9,612,NA,NA,NA,2019-07-26,External - Hacktivist
7361,221,11833,56,561990,Administrative,2015-12-12,External - Terrorist
7362,0,0,52,523930,Financial,2019-07-06,NA
7363,4,4347,33,336320,Manufacturing,2013-11-16,External - Criminal Organization
7364,4,260836,62,621111,Healthcare,2019-02-08,External - Other
7365,205,132236,92,921120,Public,2017-04-25,External - Former Consultant
7366,84,399590,54,541211,Professional,2019-05-28,Internal - Trusted Third Party (TTP)
7367,2,122190,54,541512,Professional,2019-01-07,Internal - Other
7368,0,0,54,541110,Professional,2020-12-25,Internal - Other
7369,0,0,53,532310,Real Estate,2011-02-03,External - Nation State
7370,1227,89250,33,339113,Manufacturing,2020-12-26,NA
7371,139,34991,56,561990,Administrative,2011-05-13,External - Former Consultant
7372,1,103953,92,921110,Public,2015-05-24,Internal - Trusted Third Party (TTP)
7373,50,1137,81,813410,Other,2012-08-26,External - Criminal Organization
7374,4384,40777,51,517312,Information,2020-11-27,External - Nation State
7375,95,5188607,54,541110,Professional,2013-03-18,External - Nation State
7376,413,4295,23,236115,Construction,2019-01-22,External - Former Consultant
7377,26,2593,92,921120,Public,2020-11-18,External - Criminal Organization
7378,720,232756,49,492110,Transportation,2017-03-17,External - Criminal Organization
7379,6402,11230,52,523920,Financial,2011-07-02,External - Former Employee
7380,62,38879,32,325211,Manufacturing,2012-06-10,External - Terrorist
7381,296,3698,53,531210,Real Estate,2012-09-28,External - Hacktivist
7382,5468,5226968,52,523910,Financial,2017-06-17,Internal - Employee
7383,9072,7309,54,541611,Professional,2013-05-07,External - Terrorist
7384,19,1663,62,624410,Healthcare,2017-07-10,Internal - Consultant
7385,86,8441,54,541990,Professional,2019-04-18,NA
7386,15,939036,55,551112,Management,2014-07-03,Internal - Consultant
7387,0,0,62,624310,Healthcare,2017-01-22,External - Former Employee
7388,6721,1300290,72,722511,Hospitality,2015-10-07,External - Criminal Organization
7389,9338,583589,62,622110,Healthcare,2016-02-15,External - Nation State
7390,155,1257885,22,221118,Utilities,2020-02-16,External - Terrorist
7391,3,1619,52,522320,Financial,2019-06-08,External - Former Employee
7392,520,68007,44,444220,Retail,2011-11-06,Internal - Consultant
7393,1381,518867,81,813910,Other,2014-08-15,NA
7394,213,509542,51,517911,Information,2012-01-25,External - Criminal Organization
7395,60,22694,52,523910,Financial,2012-12-19,External - Vendor
7396,13,4448,32,326199,Manufacturing,2015-06-20,External - Vendor
7397,0,0,56,561790,Administrative,2013-08-07,External - Criminal Organization
7398,206,128618,52,522298,Financial,2019-12-14,External - Hacktivist
7399,26,2896,62,621111,Healthcare,2020-12-28,Internal - Consultant
7400,593,682819,62,621111,Healthcare,2016-09-02,External - Former Employee
7401,1,202758,62,621610,Healthcare,2020-09-27,External - Terrorist
7402,35337,83509,92,928120,Public,2013-07-26,External - Criminal Organization
7403,361,6453532,61,611310,Education,2016-04-17,External - Terrorist
7404,19,83576,54,541211,Professional,2015-06-03,External - Former Consultant
7405,16,327,62,624120,Healthcare,2015-01-18,External - Former Employee
7406,10306,426063,45,453210,Retail,2018-11-26,External - Other
7407,3318,65106,52,522110,Financial,2012-12-07,NA
7408,45,583777,81,813110,Other,2018-09-01,Internal - Consultant
7409,2,29044,54,541512,Professional,2016-03-03,NA
7410,0,0,61,611110,Education,2019-04-26,External - Terrorist
7411,17,1942,81,813319,Other,2012-12-26,NA
7412,90,183936,56,561990,Administrative,2017-05-05,NA
7413,3,312755,54,541110,Professional,2017-10-16,External - Other
7414,1,293339,33,336370,Manufacturing,2014-10-19,External - Nation State
7415,40,861526,11,112320,Agriculture,2011-05-02,External - Hacktivist
7416,3,84327,81,813211,Other,2018-06-14,External - Other
7417,368,190375,33,334516,Manufacturing,2011-11-29,Internal - Employee
7418,23,383638,23,238220,Construction,2018-06-01,External - Criminal Organization
7419,2868,70769,56,561110,Administrative,2018-08-22,Internal - Trusted Third Party (TTP)
7420,16805,32434,44,445110,Retail,2019-02-18,Internal - Trusted Third Party (TTP)
7421,93,44862,44,441228,Retail,2020-12-04,External - Vendor
7422,537343,3215760,44,447190,Retail,2019-11-13,External - Former Employee
7423,125,47956,62,622110,Healthcare,2011-04-08,NA
7424,53382,55672,92,921190,Public,2011-11-20,External - Hacktivist
7425,51,14916304,23,238320,Construction,2019-06-04,Internal - Consultant
7426,17,15364,33,339920,Manufacturing,2015-07-14,External - Other
7427,10,162745,62,623110,Healthcare,2016-06-28,External - Other
7428,38,591142,61,611210,Education,2018-01-26,External - Vendor
7429,1147,157089,51,517312,Information,2020-02-12,External - Former Consultant
7430,18083,45910,33,334220,Manufacturing,2012-11-21,External - Vendor
7431,1,453172,52,522110,Financial,2017-03-13,External - Criminal Organization
7432,4,13189,72,722511,Hospitality,2020-04-09,Internal - Trusted Third Party (TTP)
7433,376,141672,62,621111,Healthcare,2013-04-10,NA
7434,215,7430,92,921110,Public,2011-06-22,External - Vendor
7435,12,2660351,72,721120,Hospitality,2020-06-05,Internal - Employee
7436,113,34059,56,561990,Administrative,2016-10-21,External - Vendor
7437,100,1020409,54,541611,Professional,2011-02-26,External - Former Consultant
7438,43,431934,62,621498,Healthcare,2016-12-21,NA
7439,10429,28386,56,561990,Administrative,2012-02-18,External - Terrorist
7440,0,0,54,541110,Professional,2015-08-02,Internal - Other
7441,3255,315955,92,928120,Public,2020-01-17,External - Hacktivist
7442,206,181317,33,333413,Manufacturing,2018-10-26,Internal - Organization
7443,40,96712,44,442110,Retail,2011-05-02,Internal - Employee
7444,7,159872,31,312111,Manufacturing,2020-08-29,External - Nation State
7445,0,0,54,541191,Professional,2017-12-04,External - Criminal Organization
7446,126,1298243,62,622110,Healthcare,2018-12-17,Internal - Organization
7447,1711,66499,42,423690,Trade,2013-01-27,External - Former Consultant
7448,0,0,61,611110,Education,2012-07-22,External - Other
7449,1073,527953,51,515112,Information,2018-06-27,External - Nation State
7450,1,80344,51,519190,Information,2015-05-17,Internal - Employee
7451,0,0,62,624120,Healthcare,2018-08-17,External - Terrorist
7452,0,0,52,525990,Financial,2019-04-05,Internal - Other
7453,4,4571979,54,541110,Professional,2020-06-04,External - Other
7454,12,113332,52,524210,Financial,2014-09-01,External - Criminal Organization
7455,5105,77666,52,522298,Financial,2012-11-23,Internal - Organization
7456,5231,316499,54,541110,Professional,2019-05-06,External - Former Consultant
7457,236,861548,56,561613,Administrative,2019-02-17,Internal - Organization
7458,39,398994,52,523120,Financial,2015-07-07,External - Former Consultant
7459,11,14326871,56,561990,Administrative,2019-07-30,External - Hacktivist
7460,1,850,62,623110,Healthcare,2013-04-12,Internal - Consultant
7461,6,315324,52,522120,Financial,2013-10-07,External - Criminal Organization
7462,40,34926,81,811212,Other,2016-08-31,Internal - Organization
7463,393,1337,61,611310,Education,2014-10-27,Internal - Other
7464,1,987,52,522291,Financial,2015-06-15,External - Former Consultant
7465,27,5896106,52,523120,Financial,2014-06-05,Internal - Employee
7466,1,209091,54,541110,Professional,2014-11-30,External - Terrorist
7467,0,0,92,921190,Public,2020-02-27,External - Vendor
7468,0,0,56,561440,Administrative,2017-03-20,Internal - Consultant
7469,1,6282,71,713940,Entertainment,2017-09-13,External - Former Consultant
7470,138,138527,45,453998,Retail,2012-12-09,NA
7471,10,160117,42,423210,Trade,2013-04-09,External - Other
7472,3,86731,54,541110,Professional,2011-12-07,NA
7473,9360,81479,54,541611,Professional,2015-12-29,Internal - Consultant
7474,761,5209,61,611110,Education,2018-07-04,External - Criminal Organization
7475,0,0,92,921110,Public,2016-07-27,External - Former Consultant
7476,290,30660,92,922130,Public,2018-09-13,Internal - Other
7477,73,9717206,54,541611,Professional,2014-03-12,External - Criminal Organization
7478,1,3237,81,813410,Other,2011-06-21,External - Criminal Organization
7479,3,183835,72,721211,Hospitality,2020-01-16,Internal - Employee
7480,8,98354,72,721110,Hospitality,2018-02-10,Internal - Consultant
7481,6,729,55,551112,Management,2020-12-06,External - Vendor
7482,26,2726,23,236118,Construction,2011-10-18,Internal - Consultant
7483,0,0,51,518210,Information,2015-07-13,Internal - Other
7484,141,1738521,54,541110,Professional,2011-05-29,External - Hacktivist
7485,0,0,92,921190,Public,2011-05-15,Internal - Other
7486,0,0,81,813910,Other,2011-12-06,External - Terrorist
7487,0,0,62,621111,Healthcare,2011-05-24,NA
7488,165,80998465,52,522110,Financial,2018-03-04,Internal - Organization
7489,4,5152622,62,621210,Healthcare,2017-07-22,External - Hacktivist
7490,0,0,61,611110,Education,2015-02-03,Internal - Employee
7491,2,38845,31,311611,Manufacturing,2015-05-31,External - Criminal Organization
7492,6,162914,61,611210,Education,2011-10-21,External - Terrorist
7493,6,59000,61,611110,Education,2017-08-12,Internal - Organization
7494,25,449397,56,561510,Administrative,2019-08-20,External - Terrorist
7495,88,53654,33,335312,Manufacturing,2012-11-12,External - Former Employee
7496,232,4349100,52,524126,Financial,2020-09-18,Internal - Consultant
7497,178,12012,92,922120,Public,2017-06-24,External - Former Consultant
7498,237,52381,44,441120,Retail,2011-01-12,External - Hacktivist
7499,1,25042,42,424990,Trade,2013-04-06,External - Other
7500,900,427660,62,623110,Healthcare,2016-08-24,Internal - Consultant
7501,47,2480760,48,488510,Transportation,2015-01-18,Internal - Trusted Third Party (TTP)
7502,113,194168,52,524210,Financial,2012-05-28,Internal - Organization
7503,0,0,54,541219,Professional,2012-06-21,NA
7504,2,13,52,523910,Financial,2018-09-09,External - Hacktivist
7505,810,1627684,92,922120,Public,2015-11-28,External - Terrorist
